age,job,marital,education,balance,housing,loan,deposit
52,retired,married,secondary,603,no,yes,no
55,admin.,married,secondary,1102,yes,no,no
30,services,single,secondary,117,no,no,no
29,technician,single,secondary,-13,yes,no,no
27,admin.,single,tertiary,1993,yes,no,no
58,retired,divorced,unknown,5920,yes,no,no
33,services,married,secondary,881,yes,no,no
48,admin.,married,secondary,0,yes,no,no
39,housemaid,married,secondary,953,no,no,no
55,blue-collar,married,primary,781,yes,no,no
40,blue-collar,single,primary,1530,yes,no,no
33,management,single,tertiary,2667,yes,no,no
56,admin.,married,secondary,5310,no,no,no
42,blue-collar,married,secondary,1468,yes,no,no
43,unknown,married,primary,0,yes,no,no
41,management,married,tertiary,144,no,no,no
58,admin.,single,secondary,247,no,yes,no
29,blue-collar,married,primary,258,yes,no,no
38,management,married,tertiary,595,yes,no,no
49,blue-collar,divorced,secondary,259,no,no,no
55,self-employed,married,secondary,2408,no,no,no
53,management,married,tertiary,1356,yes,no,no
56,admin.,married,secondary,292,yes,no,no
31,management,single,tertiary,2384,yes,no,no
29,technician,single,secondary,307,yes,no,no
48,admin.,married,secondary,292,yes,yes,no
43,blue-collar,married,primary,3131,yes,no,no
29,technician,married,secondary,0,no,no,no
39,management,single,tertiary,2258,yes,no,no
53,management,married,tertiary,1348,no,yes,no
48,blue-collar,married,secondary,741,yes,no,no
34,management,married,tertiary,0,no,no,no
52,management,single,tertiary,741,no,no,no
30,admin.,married,secondary,521,yes,no,no
45,entrepreneur,married,primary,5315,yes,yes,no
54,management,married,secondary,1660,no,no,no
44,self-employed,married,unknown,163,yes,no,no
35,entrepreneur,married,secondary,1163,yes,no,no
34,technician,single,tertiary,122,no,no,no
22,student,single,unknown,1,no,no,no
65,retired,married,primary,493,no,no,no
49,management,married,unknown,0,no,no,no
38,management,single,unknown,715,yes,no,no
28,technician,single,tertiary,558,yes,no,no
33,technician,married,tertiary,16992,yes,no,no
34,management,married,tertiary,179,yes,no,no
26,student,single,unknown,198,no,no,no
37,blue-collar,married,primary,152,yes,no,no
40,blue-collar,married,primary,2805,yes,no,no
28,services,single,secondary,6332,yes,no,no
31,technician,married,secondary,2420,yes,no,no
42,management,married,secondary,580,no,no,no
34,technician,divorced,secondary,259,no,no,no
34,services,married,secondary,-451,yes,yes,no
53,management,married,tertiary,261,no,no,no
55,entrepreneur,married,tertiary,323,yes,yes,no
51,entrepreneur,single,tertiary,0,no,no,no
58,retired,married,secondary,235,no,no,no
35,blue-collar,married,primary,526,yes,no,no
35,blue-collar,married,primary,4366,yes,no,no
31,technician,married,tertiary,0,yes,yes,no
32,student,married,secondary,833,yes,no,no
59,retired,married,primary,-13,no,no,no
50,management,divorced,tertiary,405,no,no,no
37,blue-collar,married,primary,3517,yes,no,no
30,services,married,secondary,699,yes,no,no
41,blue-collar,married,primary,943,yes,no,no
43,blue-collar,married,primary,794,yes,no,no
34,blue-collar,married,primary,503,yes,no,no
42,management,married,tertiary,-700,yes,no,no
33,management,married,tertiary,644,no,no,no
26,services,single,secondary,335,no,no,no
32,technician,single,secondary,719,yes,no,no
41,management,married,tertiary,-195,no,yes,no
49,technician,divorced,secondary,972,no,no,no
51,blue-collar,married,primary,5050,no,yes,no
43,blue-collar,married,primary,232,no,yes,no
45,services,married,primary,2406,yes,yes,no
42,entrepreneur,married,secondary,324,yes,no,no
37,blue-collar,married,secondary,168,yes,no,no
59,retired,married,secondary,374,no,no,no
31,services,single,secondary,658,no,no,no
22,admin.,single,secondary,-1,yes,no,no
30,self-employed,single,secondary,280,no,no,no
52,admin.,divorced,unknown,0,no,no,no
50,self-employed,married,primary,0,no,no,no
34,admin.,married,secondary,2064,yes,no,no
30,blue-collar,married,secondary,128,yes,no,no
56,blue-collar,married,primary,0,yes,no,no
31,technician,single,secondary,863,yes,no,no
51,admin.,married,secondary,50,no,no,no
33,services,single,secondary,187,yes,no,no
47,blue-collar,married,secondary,-614,yes,no,no
46,technician,married,tertiary,841,yes,no,no
44,services,divorced,secondary,206,yes,no,no
51,blue-collar,married,secondary,984,yes,no,no
39,technician,single,secondary,201,no,yes,no
41,technician,married,tertiary,585,yes,no,no
33,management,single,tertiary,8514,no,no,no
31,admin.,married,secondary,728,yes,yes,no
60,entrepreneur,divorced,secondary,80,yes,no,no
34,technician,married,secondary,1246,no,no,no
58,services,married,secondary,818,no,no,no
36,admin.,single,unknown,1815,no,no,no
42,technician,married,secondary,0,no,no,no
44,services,divorced,secondary,210,no,yes,no
31,services,married,secondary,71,yes,no,no
51,blue-collar,married,primary,1869,no,no,no
59,admin.,married,primary,1040,no,no,no
33,admin.,married,secondary,920,no,no,no
47,blue-collar,married,secondary,668,yes,no,no
43,management,divorced,tertiary,36,no,no,no
44,housemaid,married,primary,-972,yes,yes,no
29,admin.,single,secondary,382,yes,no,no
30,admin.,married,secondary,-170,yes,yes,no
43,management,married,unknown,5172,yes,no,no
53,technician,single,tertiary,1,no,no,no
46,blue-collar,married,secondary,922,yes,no,no
41,management,married,tertiary,3016,yes,no,no
44,blue-collar,married,primary,0,yes,no,no
38,management,married,tertiary,1101,yes,no,no
43,management,divorced,tertiary,3578,no,no,no
41,blue-collar,married,primary,0,yes,yes,no
44,blue-collar,married,secondary,0,yes,no,no
31,blue-collar,married,secondary,-190,yes,yes,no
59,self-employed,married,tertiary,185,no,no,no
30,management,single,tertiary,156,yes,no,no
35,blue-collar,married,secondary,503,yes,yes,no
57,retired,married,secondary,485,no,no,no
53,technician,divorced,secondary,392,yes,no,no
35,blue-collar,married,secondary,625,no,no,no
49,services,married,primary,468,no,no,no
41,management,married,secondary,280,yes,no,no
40,services,married,secondary,181,yes,no,no
57,admin.,married,unknown,1401,no,no,no
38,management,married,unknown,1349,yes,no,no
49,services,married,primary,5737,yes,no,no
38,management,married,tertiary,1187,yes,yes,no
26,admin.,married,secondary,5231,no,yes,no
34,admin.,married,secondary,3185,yes,no,no
58,management,married,tertiary,3228,no,no,no
30,services,married,secondary,80,yes,no,no
52,blue-collar,divorced,primary,2800,no,no,no
30,technician,single,tertiary,10,no,no,no
52,blue-collar,married,secondary,331,no,no,no
34,entrepreneur,married,secondary,223,no,yes,no
33,blue-collar,married,primary,0,no,no,no
34,admin.,married,tertiary,35,yes,no,no
23,admin.,married,secondary,299,yes,no,no
37,blue-collar,married,primary,240,yes,no,no
59,management,married,unknown,3534,no,no,no
42,management,married,tertiary,223,no,no,no
50,admin.,divorced,secondary,-194,yes,no,no
41,technician,divorced,secondary,1545,no,yes,no
34,technician,single,secondary,440,yes,no,no
57,management,married,primary,2538,no,yes,no
52,services,married,unknown,337,yes,no,no
61,retired,married,unknown,-492,no,yes,no
31,technician,single,tertiary,53,no,no,no
27,student,single,secondary,91,no,no,no
48,blue-collar,single,primary,316,no,no,no
27,management,single,unknown,3196,no,no,no
37,blue-collar,married,secondary,2697,yes,no,no
28,student,single,tertiary,3,no,no,no
34,services,married,secondary,244,no,no,no
42,services,single,unknown,410,no,no,no
39,admin.,married,secondary,159,no,no,no
30,management,married,tertiary,6432,yes,no,no
35,blue-collar,married,secondary,-701,yes,yes,no
43,housemaid,single,primary,24,no,no,no
33,management,married,tertiary,296,no,no,no
24,blue-collar,single,secondary,1,yes,no,no
39,technician,married,secondary,1965,yes,no,no
27,technician,single,tertiary,501,no,yes,no
50,blue-collar,married,secondary,3558,no,no,no
30,blue-collar,married,secondary,177,yes,no,no
52,technician,divorced,secondary,204,no,no,no
30,admin.,married,secondary,46,yes,no,no
35,technician,divorced,secondary,2047,yes,no,no
36,admin.,single,secondary,810,yes,no,no
39,management,single,tertiary,1914,no,no,no
43,admin.,single,secondary,56831,no,no,no
43,admin.,single,secondary,386,no,no,no
46,admin.,married,primary,469,yes,no,no
33,admin.,married,tertiary,69,no,yes,no
56,entrepreneur,married,tertiary,-124,yes,no,no
60,retired,married,primary,600,no,no,no
48,management,married,tertiary,3842,no,no,no
31,blue-collar,married,secondary,-720,yes,yes,no
36,blue-collar,single,secondary,1127,yes,no,no
24,student,single,secondary,423,yes,no,no
27,blue-collar,married,secondary,-59,no,yes,no
36,admin.,married,secondary,0,yes,yes,no
29,technician,married,tertiary,1489,yes,no,no
42,self-employed,married,secondary,0,no,no,no
44,management,married,tertiary,1451,yes,no,no
42,blue-collar,married,unknown,452,yes,no,no
39,entrepreneur,married,secondary,283,yes,no,no
45,management,single,tertiary,16,no,no,no
36,blue-collar,married,primary,973,yes,yes,no
34,blue-collar,married,secondary,1257,yes,no,no
43,technician,married,secondary,-1701,yes,no,no
32,blue-collar,single,secondary,567,yes,no,no
38,technician,married,tertiary,-1,no,no,no
29,blue-collar,married,secondary,3310,no,no,no
28,blue-collar,married,primary,115,yes,no,no
33,management,single,tertiary,321,no,no,no
43,admin.,married,secondary,71,no,no,no
42,unemployed,divorced,secondary,759,no,no,no
33,management,married,tertiary,23,yes,yes,no
32,technician,single,secondary,3297,no,no,no
42,housemaid,single,secondary,578,no,no,no
42,housemaid,married,primary,4279,yes,no,no
29,blue-collar,single,secondary,234,yes,no,no
27,management,single,tertiary,1137,yes,no,no
38,management,single,tertiary,8669,yes,no,no
45,entrepreneur,married,primary,488,yes,no,no
32,management,single,tertiary,1077,no,no,no
33,technician,married,secondary,4790,yes,no,no
48,technician,married,secondary,256,yes,no,no
53,blue-collar,married,secondary,974,yes,no,no
23,technician,single,unknown,231,yes,no,no
41,blue-collar,married,secondary,196,yes,no,no
41,admin.,single,secondary,2002,yes,no,no
50,services,married,tertiary,218,yes,no,no
28,blue-collar,single,secondary,1011,yes,no,no
54,retired,divorced,secondary,2761,no,no,no
38,services,divorced,primary,92,yes,yes,no
27,self-employed,married,tertiary,10005,yes,no,no
54,management,married,tertiary,1168,no,no,no
28,services,single,secondary,168,yes,no,no
32,technician,single,tertiary,1710,yes,no,no
39,services,married,secondary,207,no,no,no
29,technician,single,secondary,18,no,no,no
46,admin.,single,unknown,306,yes,no,no
37,entrepreneur,married,primary,8,yes,yes,no
30,management,married,tertiary,-250,yes,no,no
41,blue-collar,married,secondary,449,yes,yes,no
39,unemployed,married,secondary,1654,no,no,no
38,blue-collar,married,primary,714,yes,no,no
55,management,single,tertiary,1498,no,no,no
29,services,single,secondary,695,no,no,no
36,technician,single,secondary,-15,yes,no,no
60,blue-collar,married,primary,14,yes,yes,no
43,services,divorced,secondary,-287,yes,no,no
45,blue-collar,married,primary,0,yes,no,no
36,management,divorced,tertiary,-978,yes,no,no
53,blue-collar,married,secondary,0,yes,no,no
41,self-employed,married,secondary,20,no,no,no
51,blue-collar,married,secondary,700,no,no,no
34,blue-collar,married,secondary,-58,yes,yes,no
29,management,single,tertiary,841,no,no,no
35,self-employed,single,secondary,951,yes,no,no
40,management,married,tertiary,-63,no,yes,no
26,student,single,tertiary,641,yes,no,no
32,technician,single,tertiary,195,yes,no,no
31,technician,married,tertiary,11,no,no,no
39,management,single,secondary,120,no,no,no
30,technician,married,secondary,450,no,yes,no
40,technician,married,secondary,8379,no,no,no
32,blue-collar,married,primary,206,yes,no,no
46,admin.,single,secondary,1544,yes,no,no
41,technician,married,secondary,2990,yes,no,no
35,entrepreneur,single,secondary,866,yes,no,no
40,unemployed,single,secondary,1744,yes,no,no
58,management,married,secondary,-382,no,no,no
48,blue-collar,married,primary,214,yes,yes,no
37,technician,single,tertiary,147,no,no,no
59,management,divorced,tertiary,81,no,no,no
33,blue-collar,married,secondary,202,yes,no,no
36,admin.,married,secondary,1314,yes,no,no
40,blue-collar,married,secondary,-60,yes,no,no
53,admin.,single,primary,0,yes,no,no
32,admin.,divorced,secondary,-331,yes,yes,no
32,blue-collar,married,primary,1504,yes,no,no
43,services,divorced,unknown,2363,yes,no,no
30,services,single,secondary,773,yes,yes,no
31,admin.,married,secondary,941,yes,no,no
35,unemployed,single,secondary,2116,yes,no,no
39,services,married,secondary,-971,yes,yes,no
57,management,married,tertiary,5,yes,no,no
33,self-employed,divorced,tertiary,454,no,yes,no
35,management,married,secondary,53,yes,no,no
53,management,married,tertiary,2578,no,no,no
50,entrepreneur,married,secondary,854,no,no,no
46,unemployed,married,secondary,16397,no,no,no
35,management,single,tertiary,687,yes,no,no
56,retired,married,secondary,1894,yes,no,no
54,admin.,divorced,secondary,0,yes,yes,no
56,services,married,secondary,1150,no,yes,no
43,management,married,tertiary,136,no,no,no
40,technician,married,secondary,7313,yes,no,no
38,management,married,tertiary,-239,yes,no,no
43,management,married,tertiary,182,no,no,no
46,technician,married,secondary,1590,yes,no,no
29,blue-collar,married,secondary,-565,yes,no,no
33,technician,single,secondary,930,yes,no,no
49,technician,married,secondary,1091,no,no,no
53,blue-collar,divorced,secondary,640,yes,no,no
54,retired,single,primary,767,no,no,no
33,technician,married,secondary,480,yes,no,no
39,management,married,tertiary,1363,no,no,no
38,admin.,single,unknown,446,yes,no,no
49,admin.,married,secondary,167,no,yes,no
33,technician,married,secondary,0,no,no,no
59,admin.,married,secondary,4196,no,no,no
35,admin.,married,secondary,725,yes,no,no
40,technician,married,secondary,1716,yes,no,no
31,services,single,secondary,-45,no,no,no
35,technician,married,secondary,410,yes,no,no
42,blue-collar,married,primary,-97,yes,no,no
55,self-employed,married,secondary,12159,yes,no,no
33,blue-collar,married,secondary,395,yes,no,no
31,technician,single,tertiary,969,no,no,no
30,technician,single,secondary,86,no,no,no
30,blue-collar,single,primary,395,no,no,no
37,blue-collar,married,secondary,0,yes,no,no
30,technician,single,tertiary,0,no,no,no
47,admin.,married,secondary,829,yes,yes,no
41,technician,married,tertiary,-15,yes,no,no
44,technician,married,secondary,135,yes,no,no
59,management,married,tertiary,1585,no,no,no
29,technician,married,secondary,-910,yes,no,no
51,services,married,primary,8806,yes,no,no
32,blue-collar,married,secondary,43,yes,no,no
36,blue-collar,married,secondary,136,yes,no,no
30,management,married,tertiary,1195,no,no,no
34,housemaid,married,tertiary,11219,no,no,no
42,blue-collar,married,primary,2003,yes,no,no
37,technician,married,secondary,494,yes,no,no
